owner_id,full_name,driver_license,address,phone
430,Каллистрат Владиславович Никитин,9595 725780,"ст. Нижневартовск, ш. Тюленина, д. 955, 541165",87263475575
431,Глафира Леонидовна Соколова,5636 205409,"д. Минеральные Воды, бул. Чапаева, д. 26 стр. 21, 425856",+7 (614) 991-53-70
432,Герман Елизарович Козлов,4180 410636,"ст. Кемерово, алл. Щетинкина, д. 12, 309776",8 (893) 628-9696
433,Майя Захаровна Горбунова,4727 478411,"п. Моршанск, наб. Магистральная, д. 45 стр. 91, 851935",8 (374) 907-9779
434,Данила Адамович Шилов,3939 416950,"к. Сосновый Бор, алл. Вишневая, д. 2 стр. 5, 976263",8 (484) 539-86-28
435,Феврония Кузьминична Самойлова,1231 842411,"клх Новороссийка, ул. Кирпичная, д. 386 стр. 33, 071511",8 966 672 52 14
436,Петр Димитриевич Чернов,9751 232731,"к. Петушки, алл. 60 лет Октября, д. 257, 090805",+7 208 005 64 09
437,Гордеева Ангелина Вячеславовна,5494 147726,"п. Тюмень, наб. Фестивальная, д. 69, 728270",80814415298
438,Комаров Сергей Георгиевич,1893 680238,"с. Уссурийск, ш. Никитина, д. 681 к. 35, 736050",8 (918) 158-99-88
439,Трифон Германович Бобров,5786 831295,"с. Камень-на-Оби, бул. Кузнецова, д. 7/7 к. 870, 587964",8 (408) 031-49-98
440,Веселов Анисим Аксёнович,3068 768854,"с. Калач, пер. Интернациональный, д. 9/9 к. 68, 317235",+7 373 990 06 31
441,Агата Егоровна Прохорова,9042 207570,"с. Киренск, ш. Короленко, д. 422 к. 7, 346066",8 437 490 60 72
442,Цветкова Анжела Вадимовна,1200 701949,"ст. Сунтар, алл. Чернышевского, д. 74, 844941",+7 631 873 28 07
443,Вениамин Давыдович Петров,5658 592198,"г. Борзя, пр. Степана Разина, д. 3/8, 833509",+7 254 257 3066
444,Калинин Силантий Арсенович,8843 561865,"клх Каменномостский, бул. Октября, д. 471 к. 9, 285011",8 880 925 50 21
445,Иванова Марина Александровна,6582 293319,"ст. Хасавюрт, ш. Вольное, д. 298, 796496",8 (379) 457-72-78
446,Елена Вениаминовна Дмитриева,1841 364742,"к. Железногорск(Курск.), бул. Колхозный, д. 5/3 к. 976, 625366",8 777 675 55 62
447,Ершова Зинаида Даниловна,8827 219629,"ст. Южно-Сахалинск, пр. Глинки, д. 5 к. 36, 187496",+7 335 826 8627
448,Ершов Никандр Всеволодович,2070 520172,"клх Петушки, ш. Ивановское, д. 66 стр. 4/3, 599801",+7 100 051 55 32
449,Ксения Афанасьевна Денисова,9056 177680,"с. Находка, алл. Малиновая, д. 2 стр. 32, 189628",8 (743) 127-1026
450,Самсон Власович Комиссаров,1878 259097,"с. Чермоз, алл. Никитина, д. 679 стр. 2, 122946",+7 (135) 415-97-09
451,Наина Викторовна Громова,3444 950544,"д. Лагань, ул. Пожарского, д. 3 стр. 534, 650471",8 802 909 0463
452,Марина Натановна Петрова,5978 189318,"к. Ноябрьск, ш. Новостройка, д. 6/3 стр. 5, 744171",8 810 213 1251
453,Брагин Изот Афанасьевич,5066 224205,"клх Александровск-Сахалинский, ш. Пугачева, д. 829 стр. 2, 023121",+7 063 301 65 83
454,Евстафий Эдгарович Елисеев,7818 735770,"к. Чулым, пр. Брянский, д. 412, 289311",+7 (253) 269-4968
455,Рябова Наталья Ждановна,4697 913373,"д. Алагир, бул. Ударный, д. 3 стр. 801, 096170",+7 595 919 45 75
456,Архипова Маргарита Святославовна,9561 498855,"к. Усмань, алл. Курская, д. 60 стр. 8/8, 677722",8 602 562 65 06
457,Дарья Владиславовна Капустина,8381 564226,"г. Амурск, пр. Кавказский, д. 6 к. 80, 248433",8 (976) 627-05-11
458,Ольга Юльевна Калинина,5871 717113,"д. Тавда, пр. Папанина, д. 642, 969192",8 (455) 259-7107
459,Иосиф Глебович Фокин,8025 420214,"ст. Мичуринск, пр. Бригадный, д. 6 стр. 62, 993379",8 (058) 162-95-18
460,тов. Виноградов Радим Терентьевич,1986 739244,"клх Дно, ш. Привокзальное, д. 4/4 к. 855, 457598",+7 (399) 140-3884
461,Назар Федосьевич Филатов,2625 899787,"к. Карабулак, наб. Восточная, д. 661, 276829",8 (514) 743-97-42
462,Маркова Акулина Васильевна,4404 755900,"д. Сосновый Бор, алл. Островского, д. 9/1 к. 6/7, 590459",80802711221
463,Субботина Жанна Богдановна,4457 377501,"к. Ведено, наб. Ленинская, д. 7/9 к. 786, 813721",+73308003700
464,Жуков Герасим Викентьевич,2330 264686,"с. Пенза, пер. Малиновый, д. 1/7, 039033",87051958263
465,Иванов Януарий Еремеевич,4929 282256,"д. Осташков, ш. Проезжее, д. 6, 546147",+7 798 632 1061
466,Уварова Евфросиния Геннадьевна,2229 264136,"д. Медногорск, пр. Трактовый, д. 59 к. 18, 032537",8 576 927 78 94
467,Зинаида Анатольевна Горбачева,1043 528361,"ст. Архангельск, ул. Заречная, д. 1 стр. 8, 921053",+7 (651) 460-4014
468,Панов Елизар Валерианович,8381 822858,"п. Алексин, ул. Белорусская, д. 9/5, 097123",+7 660 076 76 20
469,Соловьева Ангелина Игоревна,8699 405407,"п. Курганинск, бул. Городской, д. 83, 096873",+7 451 957 7825
470,Давыдова Таисия Тимофеевна,1534 342720,"клх Нефтеюганск, алл. Короленко, д. 8 к. 5, 786561",84255778205
471,Самойлова Вероника Эльдаровна,5720 841296,"ст. Хужир, ш. Высокое, д. 2/7, 880819",+7 482 357 1558
472,Регина Никифоровна Полякова,5632 837135,"клх Воскресенск, бул. Просвещения, д. 13, 721436",+73813000413
473,Носов Аскольд Арсеньевич,8438 174637,"г. Ребриха, бул. Шолохова, д. 694 к. 6/4, 699799",+7 707 550 4768
474,Наталья Эдуардовна Орехова,4824 377405,"г. Оленек, пр. Дальний, д. 5/9, 131765",+7 (970) 548-7396
475,Зимин Владимир Аксёнович,4241 545790,"д. Иркутск, наб. Коминтерна, д. 249 к. 3/8, 204956",+7 213 773 06 26
476,Королев Захар Измаилович,2880 671015,"клх Саянск, ул. Сельская, д. 32 стр. 677, 085816",8 (046) 861-11-45
477,Сильвестр Демьянович Буров,4683 779094,"г. Жиганск, пер. Технический, д. 97, 847129",8 180 332 42 60
478,Сократ Авдеевич Макаров,3441 378535,"к. Джейрах, алл. Ильича, д. 83 к. 8/4, 268812",+7 (821) 781-92-36
479,Майя Дмитриевна Шарапова,3330 174878,"г. Рыльск, ш. Ломоносова, д. 1/4, 679327",88623984716
480,Аксенова Ангелина Федоровна,1977 273982,"ст. Аша, наб. Пирогова, д. 8 к. 5, 478769",8 (999) 275-1758
481,Евдокимова Ангелина Ждановна,6039 723948,"ст. Лысьва, пер. Курский, д. 6 стр. 49, 435864",+79639243588
482,Роман Всеволодович Ковалев,5728 560485,"п. Шатки, ш. Энтузиастов, д. 67 стр. 86, 978524",81416860134
483,Оксана Тимуровна Логинова,3037 591465,"п. Курган, пр. Пожарского, д. 776, 122150",+7 141 884 2163
484,Нестеров Ферапонт Ануфриевич,5982 833723,"к. Якутск, наб. Балтийская, д. 4/4 стр. 59, 320895",+7 (263) 890-2199
485,Ираида Рудольфовна Ильина,7594 385470,"ст. Плесецк, алл. Высоцкого, д. 42, 103469",86733116772
486,Блинова Эмилия Мироновна,9199 666211,"п. Сухиничи, ш. Володарского, д. 1 к. 9/7, 935219",8 263 355 64 34
487,Марина Эльдаровна Шашкова,9090 559023,"клх Уэлен, бул. Ключевой, д. 1/7, 560767",8 164 534 54 72
488,Красильников Фотий Ярославович,2317 727086,"с. Ноглики, ш. Курганное, д. 921, 418472",+72642364281
489,Тарасов Якуб Антипович,1653 553014,"д. Советский, алл. Заовражная, д. 239 к. 314, 785228",+7 (305) 248-08-80
490,Гурий Анисимович Воронов,6280 733039,"п. Шумиха, пер. Медицинский, д. 4/8 к. 41, 901620",+77876886878
491,Эрнст Трофимович Ситников,5102 127121,"п. Теберда, алл. Подгорная, д. 61 к. 2, 664505",8 (303) 627-92-46
492,Соколов Зосима Феоктистович,2496 340044,"с. Смоленск, пр. Попова, д. 37 стр. 1/4, 145057",8 619 458 87 07
493,Суханов Евлампий Ефстафьевич,1339 901909,"г. Домбай, бул. Просторный, д. 408 стр. 1, 659759",8 450 891 7768
494,Гуляев Трофим Юльевич,5415 704238,"ст. Октябрьское (Хант.), бул. Щетинкина, д. 3 к. 23, 463004",+7 236 936 2689
495,Епифан Ааронович Голубев,1659 900177,"к. Старый Оскол, алл. Семашко, д. 27, 759574",88855829849
496,Зинаида Дмитриевна Авдеева,3870 593355,"с. Курчатов, пер. Чкалова, д. 7/1 к. 5, 283337",+7 (188) 566-69-54
497,Сорокин Ярополк Харлампьевич,9502 783157,"г. Салехард, ш. Космодемьянской, д. 86 к. 255, 377693",8 634 392 52 95
498,Красильникова Анжелика Болеславовна,8245 391668,"ст. Алапаевск, пер. Панфилова, д. 2/3, 072024",8 591 024 5109
499,Волков Юрий Ааронович,3973 713762,"с. Сусуман, наб. Мира, д. 394, 794281",8 (934) 065-27-75
500,Ксения Кирилловна Лапина,8141 765620,"ст. Кисловодск, бул. Энгельса, д. 83 к. 12, 091217",+7 (214) 559-37-66
501,Носков Устин Ефимьевич,9056 195674,"клх Асбест, алл. Черняховского, д. 25 к. 704, 776572",8 659 202 4617
502,Лора Вениаминовна Волкова,8700 464863,"д. Шелехов, наб. Краснознаменная, д. 16 к. 655, 017833",+7 (584) 868-99-93
503,Андрон Филиппович Силин,7690 449499,"г. Лодейное Поле, ул. Макаренко, д. 876 к. 45, 440394",8 408 303 73 60
504,Афиноген Елизарович Беляков,6260 802685,"д. Мелеуз, бул. Больничный, д. 4/9 стр. 2, 685283",+7 615 370 1242
505,Агафонова Зоя Николаевна,2713 999398,"п. Жуковский, ул. Рязанская, д. 9 к. 212, 314217",8 188 781 7941
506,Вадим Ильич Борисов,3634 445824,"д. Красновишерск, ул. Дальняя, д. 622 стр. 98, 750566",+7 863 239 79 13
507,Полина Федоровна Мамонтова,7744 827369,"к. Нягань, ул. Подгорная, д. 4/1, 055605",8 (121) 988-19-27
508,тов. Ковалев Ярополк Александрович,9117 402218,"к. Уварово, наб. Партизанская, д. 304 к. 7, 456185",+7 744 600 45 21
509,Светлана Юльевна Моисеева,7561 953085,"г. Владивосток, ш. Орджоникидзе, д. 2 к. 49, 304488",+7 898 484 16 04
510,Наина Богдановна Прохорова,1601 576919,"клх Беломорск, ул. Мирная, д. 117, 568142",88315229107
511,Рогов Владлен Власович,2442 429795,"г. Троицк (Моск.), пер. Енисейский, д. 9/4 к. 763, 845269",8 944 391 64 97
512,Андреев Онуфрий Геннадиевич,5135 438977,"д. Йошкар-Ола, пер. Виноградный, д. 12 стр. 13, 623419",+7 310 615 3722
513,Устинова Варвара Максимовна,2899 910075,"с. Торжок, наб. Сурикова, д. 42 стр. 6/4, 774604",+7 672 007 8436
514,Дмитриев Вячеслав Еремеевич,7622 639593,"с. Алексин, ш. Ключевое, д. 6/5 к. 47, 764273",8 (203) 763-88-21
515,Моисей Дмитриевич Пахомов,1018 789606,"ст. Томари, бул. 50 лет ВЛКСМ, д. 219 к. 54, 899827",8 (020) 586-9507
516,Киселев Лев Федосьевич,9889 584417,"д. Камышлов, пр. 70 лет Октября, д. 467 стр. 15, 573857",+7 (680) 119-2360
517,Тихонов Творимир Артёмович,7770 156837,"клх Двинской, бул. Прибрежный, д. 25, 409614",87315391149
518,Евдокимова Жанна Аскольдовна,4073 643623,"д. Зарайск, ш. Лесное, д. 4/7 стр. 2, 893940",8 557 820 19 04
519,Бирюков Глеб Даниилович,6927 752878,"п. Карталы, алл. Калинина, д. 1/8, 920135",+76212760250
520,Зимина Наина Борисовна,9167 755788,"п. Брянск, пр. Приозерный, д. 4/3, 888995",8 (298) 937-62-97
521,Казимир Гордеевич Гущин,8242 896907,"с. Магнитогорск, ш. Вавилова, д. 391 к. 238, 692082",8 (323) 089-8138
522,Ширяева Светлана Тарасовна,1845 313446,"к. Назрань, алл. Водопроводная, д. 467 стр. 23, 971681",8 724 500 0000
523,Сергеев Фотий Артурович,5375 675898,"с. Внуково (метеост.), ш. Попова, д. 390 к. 6, 184442",+7 829 987 47 81
524,Шарапов Константин Юлианович,3146 402020,"с. Соболево, пер. Демьяна Бедного, д. 1/1, 043655",+7 584 826 69 13
525,Карп Яковлевич Данилов,8178 832168,"клх Белгород, наб. Стахановская, д. 1/9 к. 770, 369987",85098221040
526,Марфа Ждановна Щукина,8941 227324,"к. Якша, наб. Тепличная, д. 8/4 стр. 46, 643212",8 942 894 64 20
527,Гаврилов Владислав Исидорович,1472 760626,"г. Минеральные Воды, ул. Леонова, д. 764 к. 65, 026355",8 (243) 017-6464
528,Раиса Филипповна Кондратьева,4920 844261,"клх Вуктыл, алл. Громова, д. 64 к. 17, 040433",+7 (353) 849-5163
529,Валентина Богдановна Белова,3594 425845,"клх Горячинск, ул. Выгонная, д. 29 стр. 47, 653060",+7 198 756 17 86
530,Светлана Андреевна Кузнецова,1224 679077,"ст. Арзамас, пер. Загородный, д. 7, 829803",8 577 449 16 09
531,Карпова Маргарита Юрьевна,7684 197736,"г. Бузулук, пер. Кирпичный, д. 589 к. 484, 687509",+7 (632) 239-98-21
532,Егоров Марк Игоревич,4681 982277,"г. Краснотурьинск, бул. Пушкина, д. 98, 050537",8 660 811 26 00
533,Анастасия Семеновна Доронина,2858 583863,"с. Пермь, ул. Нагорная, д. 3/8 стр. 253, 345506",8 (826) 917-7682
534,Назарова Иванна Кирилловна,2924 779172,"п. Междуреченский, ул. Никитина, д. 55 стр. 97, 603359",+7 015 709 08 59
535,Голубева Кира Ильинична,3522 622584,"клх Семлячики, пер. Мелиоративный, д. 7/7 к. 9, 184285",86932591408
536,Татьяна Яковлевна Вишнякова,5781 633590,"п. Всеволожск, ш. Главное, д. 3, 698069",+7 872 617 6072
537,Ксения Федоровна Фокина,5479 535673,"к. Шахты, бул. Петровский, д. 18 к. 1, 612996",8 082 695 8264
538,Хохлов Наум Матвеевич,8905 595158,"клх Брянск, ул. Невского, д. 2/3, 859514",+7 (468) 239-4840
539,Глафира Романовна Ситникова,4993 578975,"г. Токсово, пер. Черняховского, д. 2/1 к. 468, 139500",+7 680 941 49 15
540,Исаков Демьян Герасимович,3369 502219,"клх Добрянка, бул. Жукова, д. 54, 777946",+7 (072) 662-92-50
541,Тарасова Пелагея Руслановна,4122 728492,"п. Хабаровск, пер. Ленинградский, д. 1 стр. 9/9, 133373",+7 255 235 61 78
542,Октябрина Андреевна Ершова,9327 882544,"г. Шелагонцы, ул. Воровского, д. 436, 277895",8 133 718 44 49
543,Силин Давыд Захарьевич,3236 173201,"ст. Пенза, пер. Московский, д. 564 к. 437, 167812",8 (782) 210-21-79
544,Королева Валентина Георгиевна,5526 910208,"п. Хоста, наб. Победа, д. 4/7 стр. 48, 828560",8 397 079 8661
545,Аркадий Трофимович Самойлов,7798 456385,"с. Томск, ш. Пионерское, д. 1, 821223",8 521 650 5871
546,Маслова Татьяна Владиславовна,9318 380150,"г. Холмогоры, наб. Розы Люксембург, д. 1/9, 369984",8 (022) 050-9386
547,Фёкла Ждановна Селезнева,1042 396578,"к. Шерегеш, ш. Песчаное, д. 845 к. 1/8, 523867",8 738 209 74 61
548,Ангелина Рубеновна Горшкова,5891 978157,"д. Егорьевск, пер. Спартака, д. 3/3 стр. 9, 708580",8 235 040 56 69
549,Ратибор Алексеевич Новиков,9022 255813,"к. Урай, ш. Володарского, д. 5, 286796",+7 (259) 423-2894
550,Елена Георгиевна Некрасова,8316 664742,"с. Забайкальск, ул. Чернышевского, д. 68 к. 3/6, 292693",+7 (589) 513-8186
551,Александр Эдгардович Михеев,8935 461888,"ст. Устюжна, ул. Ломоносова, д. 5/5 к. 40, 918911",8 (972) 038-59-34
552,Анна Михайловна Никитина,6446 678727,"г. Мурманск, пр. Олимпийский, д. 6 к. 41, 593678",+7 367 500 94 21
553,Боян Алексеевич Носов,9903 495533,"с. Орел, пер. Индустриальный, д. 9/1 стр. 17, 523888",8 622 586 6059
554,Вишнякова Нонна Тарасовна,8460 437408,"к. Зарайск, пр. Энтузиастов, д. 5, 965594",+7 (824) 911-65-02
555,Агата Аскольдовна Волкова,4090 831380,"к. Кириши, бул. Инженерный, д. 232 стр. 6, 305570",8 (368) 214-4488
556,Блинова Феврония Яковлевна,4912 699573,"с. Кизел, пр. Гончарова, д. 7 к. 30, 825431",8 (328) 123-1239
557,Одинцов Аверьян Ефремович,7274 344907,"с. Алапаевск, пер. Владимирский, д. 5/8, 387508",+7 (768) 172-25-77
558,Митофан Евстигнеевич Трофимов,7730 145767,"п. Холмогоры, наб. Морская, д. 787, 160827",+7 721 733 73 99
559,Алевтина Леонидовна Королева,6213 880879,"д. Хасавюрт, алл. Морозова, д. 71 стр. 2, 388232",8 539 835 8446
560,Владимиров Ростислав Эдгарович,8749 839485,"ст. Палана, алл. Южная, д. 5 к. 8, 279970",+7 (927) 120-53-97
561,Полина Вадимовна Соболева,7246 504832,"п. Челюскин, пер. Харьковский, д. 12 стр. 725, 832004",8 (797) 888-9753
562,Молчанова Маргарита Степановна,3492 619389,"п. Тырныауз, ул. Дорожная, д. 50 к. 4, 199517",+7 523 910 29 29
563,Алевтина Богдановна Антонова,1606 232378,"к. Тихорецк, ул. Курортная, д. 896, 397191",+7 (602) 213-21-76
564,Вышеслав Антипович Андреев,9229 718849,"г. Онега, ул. Карьерная, д. 20 к. 672, 339304",83665380274
565,Валентина Владиславовна Фадеева,6439 205239,"г. Верхотурье, ул. Геологов, д. 15 к. 3, 946209",+7 (556) 103-9952
566,Фаина Святославовна Бирюкова,8213 204555,"п. Серафимович, алл. Томская, д. 66, 856423",+7 412 027 0615
567,Архипова Елизавета Федоровна,9617 579123,"г. Завьялиха, пер. Транспортный, д. 2/7 стр. 1/7, 224815",8 420 340 3010
568,Бурова Милица Святославовна,1251 857537,"с. Миасс, ул. Степана Разина, д. 6/6 стр. 7, 347124",8 (601) 080-18-10
569,Константинов Остромир Давыдович,3361 529893,"с. Кыштым, пр. Алтайский, д. 9/1, 815712",80150713806
570,Иосиф Антипович Суворов,3529 178463,"г. Барнаул, наб. Томская, д. 5/4 к. 3/2, 009625",8 (857) 669-4703
571,Иванов Мариан Герасимович,8692 919488,"п. Саранск, ш. Николаева, д. 7/3 к. 259, 270004",8 661 459 01 10
572,Святослав Фролович Ильин,5342 455007,"г. Кузнецк, алл. Профсоюзная, д. 1 стр. 4, 520499",8 (094) 976-9873
573,Лазарева Октябрина Эдуардовна,7512 781403,"ст. Псков, пер. Гагарина, д. 266 к. 83, 077943",+7 (256) 238-9949
574,Андреева Эмилия Петровна,2315 993140,"клх Кулунда, пр. Кленовый, д. 137, 821160",+7 (041) 813-59-98
575,Доронина Фаина Петровна,6383 993744,"г. Саянск, бул. Толбухина, д. 9, 186448",+7 (217) 588-39-78
576,Автоном Всеволодович Семенов,9742 498468,"д. Баргузин, пр. Суворова, д. 2/3 к. 26, 961128",8 (942) 968-82-76
577,Агафонова Ольга Альбертовна,6188 757246,"д. Новокузнецк, бул. Пригородный, д. 2, 156078",+7 (274) 883-5651
578,Оксана Харитоновна Лаврентьева,8994 667296,"к. Балтийск, пр. Запорожский, д. 7/9 стр. 74, 478421",8 (028) 516-22-59
579,Надежда Игоревна Потапова,1588 747453,"д. Хужир, наб. Ушакова, д. 19, 246728",8 (991) 609-11-41
580,Никонов Вениамин Денисович,2121 346174,"ст. Карабулак, пр. Олимпийский, д. 83 стр. 1/6, 304588",+7 650 254 47 24
581,Белов Пахом Жоресович,5708 338536,"клх Льгов, ул. Баумана, д. 2/8 к. 2/9, 498980",8 (806) 782-1417
582,Софрон Бориславович Устинов,2480 555052,"д. Кабанск, бул. Достоевского, д. 9 к. 9/4, 987486",84155945011
583,Молчанова Фёкла Геннадиевна,2612 897305,"к. Котельнич, пр. Красный, д. 2 стр. 771, 398863",8 536 218 94 55
584,Щербакова Пелагея Александровна,2646 565230,"д. Хоста, ш. Геологическое, д. 9 к. 3, 466489",8 676 056 42 04
585,Михаил Эдгардович Симонов,3725 827712,"д. Арсеньев, пр. Свердлова, д. 4 стр. 18, 235466",+7 (265) 401-65-99
586,Аполлинарий Августович Шубин,5906 130353,"ст. Казань, алл. Деповская, д. 3, 677462",8 916 011 2411
587,Сила Димитриевич Лукин,1753 440131,"г. Уварово, ул. Монтажников, д. 8/8, 312995",8 (047) 264-26-12
588,Русакова Глафира Альбертовна,1919 407618,"п. Сосьва (Хант.), алл. Парижской Коммуны, д. 7 к. 678, 548242",+7 838 545 40 06
589,Модест Ермилович Кулагин,6873 493049,"клх Домбай, ш. Магистральное, д. 323, 489791",8 (763) 342-72-03
590,Тамара Тарасовна Щербакова,8056 252640,"с. Новгород Великий, ул. Транспортная, д. 496 стр. 445, 693588",+7 (493) 534-00-18
591,Уваров Николай Феоктистович,5000 656968,"д. Бомнак, наб. Коллективная, д. 5 к. 6, 460838",8 179 937 8105
592,Кириллов Владилен Виленович,7751 693418,"ст. Углич, пр. Шмидта, д. 19 стр. 6, 927147",+7 (463) 019-86-42
593,Елизар Давидович Капустин,3950 278240,"д. Клин, пер. Пушкинский, д. 91, 062932",8 (809) 832-2101
594,Данилов Демид Ааронович,3868 182804,"клх Троицк (Челяб.), пр. Блюхера, д. 2/1 к. 989, 610814",+7 (561) 403-8453
595,Михайлова Феврония Степановна,7267 749813,"к. Раменское, бул. Придорожный, д. 55 стр. 6/2, 030762",+7 545 967 1500
596,Никита Федосьевич Федотов,4945 621841,"г. Палана, наб. Дальняя, д. 134 к. 9/6, 699497",+7 890 583 6683
597,Вячеслав Матвеевич Лукин,3344 343467,"с. Шереметьево, ш. Пионерское, д. 78 к. 878, 505962",8 719 760 9320
598,Василиса Оскаровна Бобылева,8555 768891,"ст. Яхрома, пер. Технический, д. 1/5 стр. 680, 175585",+7 777 412 74 69
599,Воробьев Валерий Виленович,5161 581894,"д. Чулым, алл. Спартака, д. 3 к. 82, 891704",8 421 854 5705
600,Силантий Валерьянович Смирнов,5183 799233,"ст. Ноябрьск, ш. Советское, д. 701 к. 75, 072324",8 (282) 895-40-01
601,Софрон Гавриилович Сорокин,1153 943718,"п. Верхотурье, пр. Станционный, д. 9/6, 710580",+7 195 092 71 15
602,Федоров Аникей Иосипович,8622 401603,"г. Химки, алл. Московская, д. 771, 007418",84854329876
603,Дроздова Екатерина Наумовна,9955 265649,"д. Красноуфимск, пр. Пограничный, д. 2/9 к. 47, 813104",8 025 896 3217
604,Екатерина Михайловна Быкова,2210 563187,"к. Екатеринбург, пер. Таежный, д. 5/9 к. 1/7, 398344",8 (838) 425-3646
605,София Альбертовна Суханова,6661 716113,"с. Сасово, бул. Березовый, д. 6/8 к. 6, 562392",+7 908 551 0740
606,Моисеева Валентина Евгеньевна,5901 769975,"г. Славянск-на-Кубани, пр. Кубанский, д. 525 стр. 7/1, 206953",8 412 012 2759
607,Аристарх Августович Яковлев,7951 823846,"г. Моршанск, наб. Прибрежная, д. 55, 950740",8 (173) 279-80-59
608,Носкова Алевтина Евгеньевна,5097 579027,"г. Палана, бул. Полтавский, д. 1 к. 29, 452036",+7 894 118 4913
609,тов. Бобылева Эмилия Юрьевна,5949 308894,"к. Корсаков, бул. 50 лет Октября, д. 60 к. 2/1, 679900",8 968 018 67 74
610,Игнатов Иларион Харлампович,7302 994787,"клх Кежма, алл. Рязанская, д. 6 стр. 10, 776255",+7 325 017 3654
611,Карпов Доброслав Ермилович,8916 211834,"д. Красноселькуп, пер. Транспортный, д. 39, 345110",+7 906 053 0886
612,Николаева Агафья Владиславовна,4886 499889,"с. Палана, алл. Геологическая, д. 845 к. 9, 592129",86426033620
613,Вероника Робертовна Фомина,6881 702733,"г. Краснотурьинск, пр. Восточный, д. 80 к. 315, 802362",+7 921 581 89 70
614,Воронцова Антонина Оскаровна,5847 833247,"д. Сальск, пер. Попова, д. 9, 959772",+7 688 005 37 89
615,Ангелина Тимуровна Мельникова,5837 123005,"п. Тимашевск, наб. Чехова, д. 318 к. 37, 028394",8 (232) 204-1447
616,Екатерина Владимировна Стрелкова,7484 387813,"с. Новосибирск, пер. Привольный, д. 320 стр. 530, 322775",+7 (135) 302-81-65
617,Надежда Ждановна Афанасьева,1132 693419,"клх Березники, бул. Камский, д. 8/8 к. 7, 983210",+7 (916) 174-69-02
618,Пестова Светлана Даниловна,1803 735863,"к. Котлас, пер. Томский, д. 796 стр. 22, 167080",8 685 667 0636
619,Анжелика Филипповна Копылова,9138 973294,"к. Билибино, пер. Лунный, д. 5 к. 776, 493396",8 049 627 3226
620,Бобылев Викторин Афанасьевич,5689 913423,"к. Кашхатау, бул. Болотный, д. 9 к. 5, 188087",89196234199
621,Белоусова Елена Геннадьевна,4770 736553,"п. Лесной (Сверд.), алл. Нефтяников, д. 458 к. 53, 031158",8 (605) 457-69-47
622,Радован Трифонович Сафонов,6772 329642,"п. Новочеркасск, пр. Степана Разина, д. 5/7, 986163",+72125450809
623,Ян Ефремович Панфилов,4115 751051,"п. Петрозаводск, алл. Энергетиков, д. 7 стр. 5/8, 130742",+7 (591) 426-1404
624,Логинова Евпраксия Ефимовна,5106 810687,"ст. Гдов, ш. Крупской, д. 4 к. 779, 731008",+7 785 221 15 87
625,Тетерин Федосий Елисеевич,3240 758765,"п. Новый Уренгой, наб. Смоленская, д. 9/8 стр. 5, 017320",8 (652) 377-7296
626,Любомир Устинович Пономарев,2591 757937,"г. Вязьма, ул. Шоссейная, д. 3 к. 9/2, 558000",+7 (722) 142-57-31
627,Эрнест Ефимьевич Данилов,1645 423939,"ст. Пермь, ш. Дальнее, д. 3/1 стр. 41, 955286",+7 (092) 973-52-59
628,Ермил Данилович Куликов,8222 134985,"клх Саров (Морд.), бул. Окружной, д. 50, 735323",8 618 507 61 08
629,Алина Степановна Герасимова,6977 867934,"ст. Горно-Алтайск, ш. Аэродромное, д. 16 стр. 207, 615838",8 (217) 648-4673
630,Каллистрат Васильевич Куликов,3153 194511,"клх Елабуга, алл. Тукая, д. 519, 258922",+7 (560) 629-53-50
631,Зинаида Романовна Князева,5835 442589,"ст. Галич, ул. Городская, д. 8/5 стр. 830, 384185",+7 (013) 626-08-46
632,Никонов Савватий Иосифович,7807 284171,"к. Кяхта, ул. Коммунаров, д. 5 к. 621, 641195",8 640 919 6939
633,Трофим Эдуардович Ефимов,4289 238579,"с. Абакан, ул. Прудная, д. 36, 197121",+7 (413) 936-96-78
634,Панова Милица Антоновна,9837 483629,"г. Забайкальск, пр. Леваневского, д. 31 к. 77, 759889",8 (865) 339-43-19
635,Мамонтов Наум Игнатович,9697 626169,"г. Тобольск, бул. Герцена, д. 23 стр. 30, 915057",8 449 747 00 02
636,Феликс Фомич Афанасьев,5465 970813,"д. Салават, пр. Строителей, д. 8/5 к. 763, 604500",8 355 373 09 64
637,Горбачева Евгения Рубеновна,3695 369452,"г. Ханты-Мансийск, наб. Болотная, д. 4/6 стр. 60, 025512",8 (276) 364-3159
638,Станислав Игнатьевич Костин,8894 945664,"к. Псебай, пр. Покровский, д. 6 стр. 5, 441491",8 999 393 44 97
639,Фирс Егорович Шашков,5835 882824,"г. Тула, ш. Ярославское, д. 13 стр. 9, 297398",8 (941) 321-0972
640,Захаров Викентий Харлампович,6549 943298,"к. Малоярославец, наб. Тупиковая, д. 7 стр. 6, 922030",+7 449 646 1293
641,Бирюкова Алевтина Вениаминовна,2886 591081,"п. Галич, бул. Кочубея, д. 7, 896359",8 708 619 9314
642,Жданова Клавдия Георгиевна,2233 247594,"с. Осташков, ул. Станционная, д. 98, 034236",+7 (203) 347-42-46
643,Киселев Адам Ефимьевич,4696 809176,"клх Челюскин, пер. Димитрова, д. 608 к. 59, 902177",+71743043502
